id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,choice_E,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W2-228,2,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",pH scale,SCI-APP,Single-step Application,Moderate,Premium,English,,A solution changes from pH 3 to pH 5. Its hydrogen-ion concentration becomes:,2 times greater,10 times greater,1000 times lower,100 times lower,,D,A two-unit pH increase means [H⁺] decreases by 10²=100.,,Each pH unit represents a tenfold change.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-229,2,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",solubility data,SCI-DATA,Recognition/Recall,Easy,Premium,English,W2-CHEMTABLE-058,"According to the table, how many grams of Substance X can dissolve in 100 g water at 60°C?",72 g,32 g,48 g,105 g,,A,The 60°C row lists 72 g per 100 g water.,,Read the correct row and unit from a solubility table.,85,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W2-230,2,Undergraduate,Part II — Power Test,Science,Chemistry,"CHEM5 — Solutions, Acids, Bases, and Separation",crystallization,SCI-DATA,Multi-step Application,Moderate,Premium,English,W2-CHEMTABLE-058,"A saturated solution at 80°C contains 105 g of X per 100 g water. If cooled to 20°C, approximately how much X crystallizes?",32 g,73 g,48 g,105 g,,B,"At 20°C only 32 g remain dissolved, so 105−32=73 g crystallize.",105 − 32 = 73 g,Cooling a saturated solution can precipitate the excess over the new solubility.,145,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W2-231,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,ideal gas relation,SCI-APP,Analysis/Evaluation,Difficult,Free,English,,"At constant temperature, doubling the number of gas particles in a rigid container will ideally:",halve the pressure,leave pressure unchanged,double the pressure,make pressure zero,,C,"With constant volume and temperature, pressure is proportional to number of particles.",,Use the ideal-gas proportionalities under stated constraints.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-232,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,Kelvin conversion,SCI-APP,Single-step Application,Moderate,Premium,English,,"What is 27°C in kelvins, approximately?",246 K,273 K,327 K,300 K,,D,"K≈°C+273, so 27+273=300 K.",27+273=300 K,Gas-law temperatures must be absolute.,85,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-233,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,combined gas law,SCI-APP,Single-step Application,Moderate,Premium,English,,"A gas occupies 3.0 L at 300 K and 1.0 atm. At 600 K and the same pressure, its volume is:",6.0 L,1.5 L,3.0 L,9.0 L,,A,"At constant pressure, volume is proportional to absolute temperature: 3.0×600/300=6.0 L.",V2=3.0×600/300=6.0 L,"At constant pressure, use Charles's law with Kelvin temperature.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-234,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,enthalpy sign,SCI-APP,Recognition/Recall,Easy,Premium,English,,A reaction releases 85 kJ of heat to the surroundings. Its enthalpy change is:,+85 kJ,−85 kJ,0 kJ,+170 kJ,,B,"Heat release is exothermic, so ΔH is negative.",,Exothermic processes have negative enthalpy change.,85,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-235,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM6 — Gas Laws and Thermochemistry,calorimetry,SCI-APP,Single-step Application,Moderate,Premium,English,,"A 100 g water sample gains 840 J. If c=4.2 J/g°C, what is the temperature increase?",0.5°C,4.2°C,2°C,20°C,,C,ΔT=Q/(mc)=840/(100×4.2)=2°C.,ΔT=840/420=2°C,Use Q=mcΔT.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-236,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,reaction rate data,SCI-DATA,Analysis/Evaluation,Difficult,Free,English,W2-CHEMRATE-059,Which comparison best isolates the effect of concentration in the reaction-rate table?,Trials 1 and 3,Trials 2 and 3,No pair,Trials 1 and 2,,D,Trials 1 and 2 have the same temperature but different concentration.,,"To isolate one factor, hold the others constant.",110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W2-237,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,temperature effect,SCI-DATA,Analysis/Evaluation,Difficult,Premium,English,W2-CHEMRATE-059,What do Trials 1 and 3 suggest about temperature?,Higher temperature shortened the time to endpoint.,Higher temperature stopped the reaction.,Temperature had no effect.,The concentration doubled.,,A,"At the same concentration, raising temperature from 25°C to 35°C reduced time from 80 s to 46 s.",,Shorter endpoint time indicates a faster reaction.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W2-238,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,titration technique,SCI-APP,Recognition/Recall,Easy,Premium,English,,Why should a burette be read at eye level?,To change the solution's pH,To avoid parallax error,To increase molarity,To sterilize the glass,,B,Eye-level reading prevents apparent displacement of the meniscus.,,Instrument position can cause systematic reading error.,85,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-239,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,systematic error,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A balance consistently reads 0.20 g too high. This is primarily a:,random error,sampling error only,systematic error,chemical reaction,,C,A consistent offset biases all measurements in one direction.,,Systematic error shifts measurements consistently.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-240,2,Undergraduate,Part II — Power Test,Science,Chemistry,CHEM7 — Laboratory and Data Reasoning,gas collection,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,A gas is collected over water. Why may the measured pressure be greater than the dry gas pressure?,Water removes all pressure.,The gas has no particles.,Atmospheric pressure becomes zero.,The total includes water-vapor pressure.,,D,The measured total pressure is the sum of the gas pressure and water-vapor pressure.,,"For gas collected over water, subtract water-vapor pressure when needed.",145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-241,2,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",dimensional analysis,SCI-APP,Recognition/Recall,Easy,Free,English,,Which expression has units of acceleration?,distance/time²,distance/time,mass×distance,force×time,,A,"Acceleration is change in velocity per time, giving length per time squared.",,Track base dimensions to test an equation.,85,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-242,2,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",average velocity,SCI-APP,Multi-step Application,Moderate,Free,English,,A runner travels 100 m east in 20 s and then 100 m west in 30 s. What is the average velocity for the entire trip?,2 m/s east,0 m/s,4 m/s west,5 m/s,,B,"Net displacement is zero, so average velocity is zero despite 200 m total distance.",displacement = 0 | average velocity = 0/50 = 0,"Average velocity uses displacement, not distance.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-243,2,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",uniform acceleration,SCI-APP,Single-step Application,Easy,Premium,English,,A car increases speed from 5 m/s to 17 m/s in 4 s. What is its average acceleration?,4 m/s²,5.5 m/s²,3 m/s²,12 m/s²,,C,a=(17−5)/4=3 m/s².,Δv=12 m/s | a=12/4=3 m/s²,Acceleration is change in velocity divided by time.,85,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-244,2,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",free fall,SCI-APP,Analysis/Evaluation,Difficult,Premium,English,,"Ignoring air resistance, a dropped ball and a horizontally launched ball from the same height reach the ground:",with the same horizontal speed,only if they have equal mass,at different times because one moves sideways,at the same time,,D,Their vertical motions are identical: both begin with zero vertical velocity and accelerate downward at g.,,Horizontal and vertical motions are independent.,145,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-245,2,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",relative velocity,SCI-APP,Multi-step Application,Moderate,Premium,English,,A boat moves 4 m/s north relative to water while the river flows 3 m/s east. What is the boat's speed relative to shore?,5 m/s,1 m/s,7 m/s,12 m/s,,A,The perpendicular components combine to √(4²+3²)=5 m/s.,v=√(16+9)=5 m/s,Add perpendicular velocity vectors using the Pythagorean theorem.,110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-246,2,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",velocity-time graph,SCI-DIAG,Recognition/Recall,Easy,Premium,English,W2-PHYMOTION-060,During which interval is velocity constant in the graph?,0–4 s,4–8 s,8–12 s,velocity is never constant,,B,The horizontal segment from 4 to 8 s indicates constant velocity.,,A horizontal line on a velocity-time graph means zero acceleration.,85,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W2-247,2,Undergraduate,Part II — Power Test,Science,Physics,"PHY1 — Measurement, Vectors, and Motion",graph displacement,SCI-DIAG,Recognition/Recall,Easy,Premium,English,W2-PHYMOTION-060,What physical quantity is represented by the area under the velocity-time graph?,acceleration,force,displacement,power,,C,Integrating velocity over time gives displacement.,,Area under v–t gives displacement; slope gives acceleration.,110,No calculator,True,Passed,Passed,Approved for Distribution
DOST-W2-248,2,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,net force,SCI-APP,Single-step Application,Easy,Free,English,,Two horizontal forces of 18 N right and 11 N left act on an object. What is the net force?,7 N left,29 N right,29 N left,7 N right,,D,Opposing forces subtract: 18−11=7 N toward the larger force.,18−11=7 N right,Include direction when combining forces.,85,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-249,2,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,mass and acceleration,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,The same net force is applied to a 2 kg object and a 6 kg object. Which accelerates more?,The 2 kg object,The 6 kg object,Both equally,Neither can accelerate,,A,"For the same force, a=F/m, so the smaller mass has larger acceleration.",,Acceleration is inversely proportional to mass for fixed net force.,85,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-250,2,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,friction coefficient,SCI-APP,Multi-step Application,Moderate,Premium,English,,"A 10 kg block on a horizontal surface has coefficient of kinetic friction 0.20. Using g=10 m/s², what is the friction force?",2 N,20 N,50 N,100 N,,B,Normal force=mg=100 N; friction=μN=0.20×100=20 N.,N=100 N | f=0.20×100=20 N,"On a level surface with no vertical acceleration, N=mg.",110,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W2-251,2,Undergraduate,Part II — Power Test,Science,Physics,PHY2 — Forces and Newtonian Mechanics,circular motion,SCI-APP,Analysis/Evaluation,Moderate,Premium,English,,A car moves at constant speed around a circular track. Why is it accelerating?,Its mass changes.,Its speed must increase.,Its velocity direction changes.,No net force acts.,,C,"Velocity is a vector, so changing direction means acceleration even at constant speed.",,Centripetal acceleration changes direction of velocity.,110,No calculator,False,Passed,Passed,Approved for Distribution
