id,wave,track,part,section,subsubject,domain,topic,item_archetype,cognitive_demand,difficulty,access,language,stimulus_id,stem,choice_A,choice_B,choice_C,choice_D,correct_choice,rationale,solution_steps,high_yield_takeaway,estimated_time_seconds,calculator_policy,diagram_required,originality_check,accuracy_review,status
DOST-W4-134,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Moderate,Premium,English,,Which underlined segment contains an error? This method is more efficient **than any process** used in the same laboratory.,This method,than any process,is more efficient,used in the same laboratory,B,"The method is itself a process, so the phrase should be 'than any other process.'",,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-135,4,Undergraduate,Part II — Power Test,English,English,ENG1 — Error Identification,"agreement, tense, modifiers, and parallelism",ENG-ERR,Single-step Application,Moderate,Premium,English,,Which underlined segment contains an error? The committee recommended that the proposal **is revised** before approval.,The committee recommended,that the proposal,is revised,before approval,C,"After 'recommended that,' formal English uses the base form: 'be revised.'",,"Identify the grammatical head and check agreement, form, and modifier logic.",65,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-136,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Free,English,,"The findings were **ambiguous**, meaning they were:",fully proven,irrelevant,numerically exact,open to more than one interpretation,D,Ambiguous means unclear or capable of multiple interpretations.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-137,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Free,English,,The treatment produced a **negligible** change. Negligible means:,too small to be important,very large,unexpectedly harmful,permanent,A,Negligible describes something so small that it can be ignored.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-138,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Free,English,,The researchers used a **robust** method. Robust most nearly means:,fragile,strong and reliable under varied conditions,secret,temporary,B,A robust method performs reliably despite reasonable variation.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-139,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Premium,English,,Which word is opposite in meaning to **explicit**?,clear,detailed,implicit,direct,C,Explicit means directly stated; implicit means suggested rather than stated.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-140,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Premium,English,,"In the sentence, “The result was anomalous,” what does **anomalous** mean?",perfectly typical,unmeasured,inevitable,unusual compared with the pattern,D,An anomalous result differs from what is expected.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-141,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Premium,English,,"The argument was **coherent**, meaning it was:",logically organized and understandable,unrelated,extremely brief,unsupported by grammar,A,Coherent ideas fit together logically.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-142,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Premium,English,,The new process was **feasible** after the cost was reduced. Feasible means:,illegal,practical and possible,invisible,already completed,B,Feasible means capable of being done successfully.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-143,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Premium,English,,"The team adopted a **conservative** estimate. In this context, conservative most nearly means:",political,careless,cautious and not overstated,exactly average,C,A conservative estimate avoids exaggerating the result.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-144,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Premium,English,,The device showed **intermittent** failure. Intermittent means:,continuous,impossible,permanent,occurring at irregular intervals,D,Intermittent events stop and start rather than continuing.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-145,4,Undergraduate,Part II — Power Test,English,English,ENG3 — Vocabulary and Word Relationships,academic and technical vocabulary,ENG-EQV,Recognition/Recall,Easy,Premium,English,,The conclusion was **substantiated** by independent data. Substantiated means:,supported with evidence,rejected,shortened,translated,A,Independent data substantiated the conclusion by supporting it.,,Use the sentence context together with the word's core meaning.,45,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-146,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Free,English,,Choose the option that preserves the meaning: “The pump operates only if the intake valve is open.”,The pump always operates when the valve is open.,An open intake valve is necessary for operation.,The pump opens the valve after operating.,The valve is unnecessary.,B,"The original states a necessary condition, not a sufficient one.",,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-147,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,Choose the clearest revision: “The reason the meeting was delayed was because the data had not yet arrived.”,The reason for delay was because data arrival had not yet occurred.,"Because of the reason, the meeting delayed.",The meeting was delayed because the data had not arrived.,The data delayed for the meeting.,C,The revision removes redundancy while preserving the cause.,,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-148,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,Which option keeps the original uncertainty? “The leak may have resulted from thermal expansion.”,Thermal expansion definitely caused the leak.,Thermal expansion did not cause the leak.,Every leak is caused by expansion.,The leak could have been caused by thermal expansion.,D,'May have resulted' and 'could have been caused' express the same uncertainty.,,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-149,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,Which sentence best combines the ideas? “The coating is inexpensive. It wears away quickly.”,The coating is inexpensive but wears away quickly.,The coating is inexpensive because it wears away quickly.,"The coating wears away, therefore it is always inexpensive.","Although quickly, the coating is inexpensive.",A,The relationship is contrast.,,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-150,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,Choose the most concise revision: “The students collaborated together to complete the shared task.”,The students collaborated together for the completion of the shared task.,The students collaborated to complete the task.,Together the students collaborated in order to complete.,The task was shared collaboratively together.,B,"'Collaborated' already implies working together, and 'shared' is unnecessary.",,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-151,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,"Which statement is logically equivalent to “Unless the sensor is calibrated, its readings cannot be trusted”?","If the sensor is calibrated, every reading is correct.",The sensor is untrustworthy only when calibrated.,"If the readings can be trusted, the sensor is calibrated.",Calibration and trust are unrelated.,C,"The contrapositive of 'if not calibrated, then not trustworthy' is valid.",,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-152,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,Which option uses fully parallel verb forms?,"The program aims to reduce waste, improving safety, and to lower costs.","The program aims at reducing waste, to improve safety, and lower costs.","The program reduces waste, safety improvement, and lowering costs.","The program aims to reduce waste, improve safety, and lower costs.",D,All three items use the same base verb form.,,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-153,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,"Which revision removes the ambiguous pronoun? “When Marco emailed Luis, he was already at the laboratory.”","When Marco emailed Luis, Luis was already at the laboratory.","When Marco emailed Luis, he was there.","Emailing Luis, he was at the laboratory.",Marco and Luis emailed because he arrived.,A,Naming Luis identifies the person at the laboratory.,,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-154,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,"Choose the best transition: “The prototype met the strength requirement. _____, it was too heavy for portable use.”",Therefore,However,Similarly,For instance,B,The second sentence contrasts success in strength with a weight limitation.,,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-155,4,Undergraduate,Part II — Power Test,English,English,ENG4 — Sentence Equivalence and Paraphrase,"logical equivalence, concise revision, and clarity",ENG-EQV,Analysis/Evaluation,Moderate,Premium,English,,Which statement restates “Few participants completed every optional module” most accurately?,No participant completed any module.,Most completed every optional module.,A small number completed all optional modules.,The modules were required.,C,"'Few' means a small number, not zero.",,"Preserve meaning, logical force, and degree of certainty.",70,No calculator,False,Passed,Passed,Approved for Distribution
DOST-W4-156,4,Undergraduate,Part II — Power Test,English,English,ENG5 — Paragraph Development and Organization,"organization, relevance, and evidence",ENG-PASS,Analysis/Evaluation,Moderate,Free,English,,"A paragraph defines renewable energy, divides it into solar, wind, hydro, and geothermal sources, and gives an example of each. What pattern is used?",chronological narration,spatial order,dialogue,classification with examples,D,The topic is divided into categories and illustrated.,,Identify the paragraph's central purpose and how details support it.,65,No calculator,False,Passed,Passed,Approved for Distribution
